1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00,1.977161551785974636e+00
1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00,1.971889229224118134e+00
1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00,1.963788499892222594e+00
1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00,1.954443680969166541e+00
1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00,1.943706903917707951e+00
1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00,1.931359149386125074e+00
1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00,1.917035144570748750e+00
1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00,1.865216394685793144e+00
1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00,1.815625800460369810e+00
1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00,1.769053940407322223e+00
1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00,1.725930800731795944e+00
1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00,1.686229830116439343e+00
1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00,1.648788373032173515e+00
1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00,1.614711024850244758e+00
1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00,1.582880544914412990e+00
1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00,1.553095129548481168e+00
1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00,1.526110186534984647e+00
1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00,1.501732019996135925e+00
1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00,1.479342115041202499e+00
1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00,1.459096984288755783e+00
1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00,1.440871337838815380e+00
1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00,1.424230293219981291e+00
1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00,1.409192334425284576e+00
1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00,1.395620539409827998e+00
1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00,1.383245566067582644e+00
1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00,1.371975597838647865e+00
1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00,1.361842458867166927e+00
1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00,1.353259530694538082e+00
1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00,1.345462736986071439e+00
1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00,1.338386440857017412e+00
1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00,1.332030020901843637e+00
1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00,1.326438498477090056e+00
1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00,1.321368737790969528e+00
1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00,1.317025068899134954e+00
1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00,1.313143351542159332e+00
1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00,1.309604701257823578e+00
1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00,1.306384466315619886e+00
1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.303578636722288575e+00,1.307092144239065279e+00
1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.301033369609595258e+00,1.304332868155536840e+00,1.307817859056960463e+00
1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.298855171979148571e+00,1.301475917463578158e+00,1.304755142739528306e+00,1.308218593614067338e+00
1.297001684385777676e+00,1.297001684385777676e+00,1.297001684385777676e+00,1.297001684385777676e+00,1.297001684385777676e+00,1.297001684385777676e+00,1.297001684385777676e+00,1.297001684385777676e+00,1.297001684385777676e+00,1.297001684385777676e+00,1.297001684385777676e+00,1.298994717093922668e+00,1.301604090030941352e+00,1.304869020041198091e+00,1.308317286366077914e+00
1.293767356470120644e+00,1.295329401612367315e+00,1.295329401612367315e+00,1.295329401612367315e+00,1.295329401612367315e+00,1.295329401612367315e+00,1.295329401612367315e+00,1.295329401612367315e+00,1.295329401612367315e+00,1.295329401612367315e+00,1.297168392722225505e+00,1.299153468837595859e+00,1.301752392788820378e+00,1.305004189899387823e+00,1.309129625223422133e+00
1.290833939179501177e+00,1.292397606231313389e+00,1.293829096016033686e+00,1.293829096016033686e+00,1.293829096016033686e+00,1.293829096016033686e+00,1.293829096016033686e+00,1.293829096016033686e+00,1.293829096016033686e+00,1.295508884232560387e+00,1.297341185954723031e+00,1.299319018363212841e+00,1.301908430678354600e+00,1.305772584847886941e+00,1.309894602092627203e+00
1.288244539416267820e+00,1.289809465544382583e+00,1.291242125171844002e+00,1.292537572769094867e+00,1.292537572769094867e+00,1.292537572769094867e+00,1.292537572769094867e+00,1.292537572769094867e+00,1.294053469932956890e+00,1.295727776695832167e+00,1.297554081554453731e+00,1.299525420035344103e+00,1.302663797078114305e+00,1.306525234553007397e+00,1.310644324169249142e+00
1.285960204388067574e+00,1.287526171130169983e+00,1.288959798767128406e+00,1.290256134293627177e+00,1.291410699388317429e+00,1.291410699388317429e+00,1.291410699388317429e+00,1.292758458400668165e+00,1.294269967665403920e+00,1.295939414847796733e+00,1.297760403220003189e+00,1.300217630325624096e+00,1.303354180049137501e+00,1.307213236701334935e+00,1.311329760678954903e+00
1.284161222413275238e+00,1.285728185500323528e+00,1.287162736626730641e+00,1.288459916540851014e+00,1.289615241144457691e+00,1.290465737923287337e+00,1.291508631200994017e+00,1.292853488092436720e+00,1.294361734888612947e+00,1.296027569189472484e+00,1.298203747095070026e+00,1.300659841002876460e+00,1.303794861516770043e+00,1.307651948405571085e+00,1.311766349951801747e+00
1.283161905281544168e+00,1.284730010848201154e+00,1.286165611929689367e+00,1.287463744562587609e+00,1.288619920342592318e+00,1.289992836295346335e+00,1.291322075649665502e+00,1.292665839178499754e+00,1.294172857483732120e+00,1.295957580259438302e+00,1.298133007976748354e+00,1.300588236323881874e+00,1.303722155781824155e+00,1.307577888086338458e+00,1.311690830600535262e+00
1.282317718068443968e+00,1.283886822075544165e+00,1.285323340488901733e+00,1.286622305295348934e+00,1.288209261457387900e+00,1.289582223384912352e+00,1.290911015330584277e+00,1.292490493894437042e+00,1.294094854405752004e+00,1.295879076389800932e+00,1.298053849181896036e+00,1.300508318472300084e+00,1.303641275151560031e+00,1.307495825809944279e+00,1.311607495594679040e+00
1.281626167862432997e+00,1.283196140186791956e+00,1.284633456018860143e+00,1.286269666105885445e+00,1.287856844087757135e+00,1.289229884192777176e+00,1.290558329841172913e+00,1.292213715054377099e+00,1.294002755103053737e+00,1.295786554153899983e+00,1.297960759891159999e+00,1.300414567151358280e+00,1.303546688046617552e+00,1.307400216895493905e+00,1.311510786145036134e+00
1.281152747051256924e+00,1.282670329605382964e+00,1.284349834288625480e+00,1.285986332440507640e+00,1.287573727053361594e+00,1.288946863161108958e+00,1.290329498725448110e+00,1.291984808847052468e+00,1.293773723468848891e+00,1.295689906461422014e+00,1.297863650273100244e+00,1.300316914065991591e+00,1.303448352236502572e+00,1.307301049835649209e+00,1.311410723822308499e+00
1.280817779296127945e+00,1.282481563809040548e+00,1.284129367813148015e+00,1.285766148651544372e+00,1.287353768517468744e+00,1.288759602182139696e+00,1.290142227233880057e+00,1.291797474431647830e+00,1.293586284807296760e+00,1.295502322615960100e+00,1.297755526210379262e+00,1.300208351629365655e+00,1.303339243964292571e+00,1.307191281951679107e+00,1.311300245573216117e+00
1.280651703794208895e+00,1.282315975318892631e+00,1.283964209302396631e+00,1.285590577408118440e+00,1.287189294666437833e+00,1.288595333871147108e+00,1.289977949686561320e+00,1.291633141662820838e+00,1.293421860561837944e+00,1.295337770976138003e+00,1.297590706339305289e+00,1.300069804145179697e+00,1.303173618848241011e+00,1.307025136389650566e+00,1.311160115942587412e+00
